person1_word_idx,person2_word_idx,sentence,tokens,person1_right_tokens,person2_right_tokens,between_tokens,Label
"(0, 0)","(59, 59)","Baby's almost here Kristin Cavallari who's pregnant with her third child a daughter took to Instagram to share a photo of her latest hair touch-up—and her very blossomed bump The Balancing in Heels author who kept the blonde shade then added three hashtags the cheeky hedidntreallycomejustforme wethair and most importantly ilooklikeimabouttopopbutimnot  Nevertheless Cavallari who's been married to Chicago Bears player Jay Cutler since 2013 did model quite the bump while wearing a sleeveless sweaterdress—a body-conscious piece that aligns perfectly with her personal maternity style mantra ""I'm really petite and I find that embracing the bump and showing it off is the most flattering on me""Cavallari told Us Weekly during fashion week earlier this month ""So I've just been really gravitating toward a lot of form-fitting dresses and then throwing on a blazer and a great pair of shoes""  ","['Baby', 's', 'almost', 'here', 'Kristin', 'Cavallari', 'who', 's', 'pregnant', 'with', 'her', 'third', 'child', 'a', 'daughter', 'took', 'to', 'Instagram', 'to', 'share', 'a', 'photo', 'of', 'her', 'latest', 'hair', 'touch', '-', 'up', '—', 'and', 'her', 'very', 'blossomed', 'bump', 'The', 'Balancing', 'in', 'Heels', 'author', 'who', 'kept', 'the', 'blonde', 'shade', 'then', 'added', 'three', 'hashtags', 'the', 'cheeky', 'hedidntreallycomejustforme', 'wethair', 'and', 'most', 'importantly', 'ilooklikeimabouttopopbutimnot', '', 'Nevertheless', 'Cavallari', 'who', 's', 'been', 'married', 'to', 'Chicago', 'Bears', 'player', 'Jay', 'Cutler', 'since', '2013', 'did', 'model', 'quite', 'the', 'bump', 'while', 'wearing', 'a', 'sleeveless', 'sweaterdress', '—', 'a', 'body', '-', 'conscious', 'piece', 'that', 'aligns', 'perfectly', 'with', 'her', 'personal', 'maternity', 'style', 'mantra', '""', 'I', 'm', 'really', 'petite', 'and', 'I', 'find', 'that', 'embracing', 'the', 'bump', 'and', 'showing', 'it', 'off', 'is', 'the', 'most', 'flattering', 'on', 'me""Cavallari', 'told', 'Us', 'Weekly', 'during', 'fashion', 'week', 'earlier', 'this', 'month', '""', 'So', 'I', 've', 'just', 'been', 'really', 'gravitating', 'toward', 'a', 'lot', 'of', 'form', '-', 'fitting', 'dresses', 'and', 'then', 'throwing', 'on', 'a', 'blazer', 'and', 'a', 'great', 'pair', 'of', 'shoes', '""', '']","['s', 'almost', 'here', 'Kristin']","['who', 's', 'been', 'married']","['s', 'almost', 'here', 'Kristin', 'Cavallari', 'who', 's', 'pregnant', 'with', 'her', 'third', 'child', 'a', 'daughter', 'took', 'to', 'Instagram', 'to', 'share', 'a', 'photo', 'of', 'her', 'latest', 'hair', 'touch', '-', 'up', '—', 'and', 'her', 'very', 'blossomed', 'bump', 'The', 'Balancing', 'in', 'Heels', 'author', 'who', 'kept', 'the', 'blonde', 'shade', 'then', 'added', 'three', 'hashtags', 'the', 'cheeky', 'hedidntreallycomejustforme', 'wethair', 'and', 'most', 'importantly', 'ilooklikeimabouttopopbutimnot', '', 'Nevertheless']",0
"(26, 28)","(30, 31)","Mingling with a whole host a fashionably famous names, Jodie was seen enjoying the night with Yasmin Le Bon, and Joan Collins' husband Percy Gibson.      ","['Mingling', '', 'with', 'a', 'whole', 'host', 'a', '', 'fashionably', '', 'famous', 'names', ',', 'Jodie', 'was', 'seen', 'enjoying', 'the', 'night', 'with', 'Yasmin', 'Le', 'Bon', ',', '', 'and', 'Joan', 'Collins', '', 'husband', 'Percy', 'Gibson', '.', '']","['husband', 'Percy', 'Gibson', '.']","['.', '']",['husband'],1
"(6, 7)","(33, 34)","Helmed by The Expendables 2 director Simon West, the movie is based on a series of books by ex-SBS agent Duncan Falconer and features the likes of Harry Potter star Tom Felton and Humans' Gemma Chan.   ","['Helmed', 'by', 'The', 'Expendables', '2', 'director', 'Simon', 'West', ',', 'the', 'movie', 'is', 'based', 'on', 'a', 'series', 'of', 'books', 'by', 'ex', '-', 'SBS', 'agent', 'Duncan', 'Falconer', 'and', 'features', 'the', 'likes', 'of', 'Harry', 'Potter', 'star', 'Tom', 'Felton', 'and', 'Humans', '', 'Gemma', 'Chan', '.', '']","[',', 'the', 'movie', 'is']","['and', 'Humans', '', 'Gemma']","[',', 'the', 'movie', 'is', 'based', 'on', 'a', 'series', 'of', 'books', 'by', 'ex', '-', 'SBS', 'agent', 'Duncan', 'Falconer', 'and', 'features', 'the', 'likes', 'of', 'Harry', 'Potter', 'star']",0
"(11, 12)","(27, 27)","""We expect more from him,"" said UFW President Arturo Rodriguez, who on Saturday was celebrating the 50th anniversary of the grape strike in Delano.","['""', 'We', 'expect', 'more', 'from', 'him', ',', '""', 'said', 'UFW', 'President', 'Arturo', 'Rodriguez', ',', 'who', 'on', 'Saturday', 'was', 'celebrating', 'the', '50th', 'anniversary', 'of', 'the', 'grape', 'strike', 'in', 'Delano', '.']","[',', 'who', 'on', 'Saturday']",['.'],"[',', 'who', 'on', 'Saturday', 'was', 'celebrating', 'the', '50th', 'anniversary', 'of', 'the', 'grape', 'strike', 'in']",0
"(21, 23)","(42, 43)","The statement read in part, 'About three weeks ago, specifically on September 2, 2015, around Chief Olu Falae's farm in Ala village, Akure- North Local Government area of the state, a farmer, Mr. Adediran Adejo, was kidnapped from his farm.","['The', 'statement', 'read', 'in', 'part', ',', '', 'About', 'three', 'weeks', 'ago', ',', 'specifically', 'on', 'September', '2', ',', '2015', ',', 'around', 'Chief', 'Olu', 'Falae', 's', 'farm', 'in', 'Ala', 'village', ',', 'Akure-', 'North', 'Local', 'Government', 'area', 'of', 'the', 'state', ',', 'a', 'farmer', ',', 'Mr.', 'Adediran', 'Adejo', ',', 'was', 'kidnapped', 'from', 'his', 'farm', '.']","['farm', 'in', 'Ala', 'village']","[',', 'was', 'kidnapped', 'from']","['farm', 'in', 'Ala', 'village', ',', 'Akure-', 'North', 'Local', 'Government', 'area', 'of', 'the', 'state', ',', 'a', 'farmer', ',', 'Mr.']",0
"(58, 59)","(97, 97)","The Honest Company      Flawless skin: The actress says she uses concealer and primer as a base before applying cream blush and bronzer      Wide eyes: Jessica is seen applying eyebrow filler as she gets ready for the day   'Something I use daily that I can't live without is Honest Magic Balm and Concealer Duo,' says Jessica, who recently faced online backlash from customers of her organic beauty brand the Honest Company, who claimed the brand's sunscreen is 'useless' and left them with burns.   ","['The', 'Honest', 'Company', '', 'Flawless', 'skin', ':', 'The', 'actress', 'says', 'she', 'uses', 'concealer', 'and', 'primer', 'as', 'a', 'base', 'before', 'applying', 'cream', 'blush', 'and', 'bronzer', '', 'Wide', 'eyes', ':', 'Jessica', 'is', 'seen', 'applying', 'eyebrow', 'filler', 'as', 'she', 'gets', 'ready', 'for', 'the', 'day', '', '', 'Something', 'I', 'use', 'daily', 'that', 'I', 'ca', ""n't"", 'live', 'without', 'is', 'Honest', 'Magic', 'Balm', 'and', 'Concealer', 'Duo', ',', '', 'says', 'Jessica', ',', 'who', 'recently', 'faced', 'online', 'backlash', 'from', 'customers', 'of', 'her', 'organic', 'beauty', 'brand', 'the', 'Honest', 'Company', ',', 'who', 'claimed', 'the', 'brand', 's', 'sunscreen', 'is', '', 'useless', '', 'and', 'left', 'them', 'with', 'burns', '.', '']","[',', '', 'says', 'Jessica']",[],"[',', '', 'says', 'Jessica', ',', 'who', 'recently', 'faced', 'online', 'backlash', 'from', 'customers', 'of', 'her', 'organic', 'beauty', 'brand', 'the', 'Honest', 'Company', ',', 'who', 'claimed', 'the', 'brand', 's', 'sunscreen', 'is', '', 'useless', '', 'and', 'left', 'them', 'with', 'burns', '.']",0
"(31, 31)","(37, 37)","Yummy mummy: Katie was rocking a rather garish leopard print onesie, sparkly boots and a chic pink coat for her play date with her children    Keen animal lover Katie posted another precious picture of Jett kissing one of the feathered friends from her home menagerie alongside the caption, 'Jett loving one of our ducks'.   ","['Yummy', 'mummy', ':', 'Katie', 'was', 'rocking', 'a', 'rather', 'garish', 'leopard', 'print', 'onesie', ',', 'sparkly', 'boots', 'and', 'a', 'chic', 'pink', 'coat', 'for', 'her', 'play', 'date', 'with', 'her', 'children', '', 'Keen', 'animal', 'lover', 'Katie', 'posted', 'another', 'precious', 'picture', 'of', 'Jett', 'kissing', 'one', 'of', 'the', 'feathered', 'friends', 'from', 'her', 'home', 'menagerie', 'alongside', 'the', 'caption', ',', '', 'Jett', 'loving', 'one', 'of', 'our', 'ducks', '', '.', '']","['posted', 'another', 'precious', 'picture']","['kissing', 'one', 'of', 'the']","['posted', 'another', 'precious', 'picture', 'of']",0
"(7, 8)","(34, 35)","The dark clouds appeared to swarming over Brendan Rodgers, and much of the news cycle on Wednesday has centred on claims that Liverpool could be looking to replace the Northern Ireland boss with Carlo Ancelotti.   ","['The', 'dark', 'clouds', 'appeared', 'to', 'swarming', 'over', 'Brendan', 'Rodgers', ',', 'and', 'much', 'of', 'the', 'news', 'cycle', 'on', 'Wednesday', 'has', 'centred', 'on', 'claims', 'that', 'Liverpool', 'could', 'be', 'looking', 'to', 'replace', 'the', 'Northern', 'Ireland', 'boss', 'with', 'Carlo', 'Ancelotti', '.', '']","[',', 'and', 'much', 'of']","['.', '']","[',', 'and', 'much', 'of', 'the', 'news', 'cycle', 'on', 'Wednesday', 'has', 'centred', 'on', 'claims', 'that', 'Liverpool', 'could', 'be', 'looking', 'to', 'replace', 'the', 'Northern', 'Ireland', 'boss', 'with']",0
"(53, 53)","(56, 56)","His mum said he was, as he is with every hurdle he has ever had to overcome, a complete hero throughout      When Hanaki falls, Marley (left) is the first to come to his rescue, kissing him and wiping his knee   Mrs Robles said: 'Marley is now Hanaki's biggest fan.","['His', 'mum', 'said', 'he', 'was', ',', 'as', 'he', 'is', 'with', 'every', 'hurdle', 'he', 'has', 'ever', 'had', 'to', 'overcome', ',', 'a', 'complete', 'hero', 'throughout', '', 'When', 'Hanaki', 'falls', ',', 'Marley', '(', 'left', ')', 'is', 'the', 'first', 'to', 'come', 'to', 'his', 'rescue', ',', 'kissing', 'him', 'and', 'wiping', 'his', 'knee', '', 'Mrs', 'Robles', 'said', ':', '', 'Marley', 'is', 'now', 'Hanaki', 's', 'biggest', 'fan', '.']","['is', 'now', 'Hanaki', 's']","['s', 'biggest', 'fan', '.']","['is', 'now']",0
"(0, 0)","(5, 5)","Kate said the family spent N870,000 and N500,000 for the first and second surgeries respectively and have been spending huge sums of money on drugs ever since.   ","['Kate', 'said', 'the', 'family', 'spent', 'N870,000', 'and', 'N500,000', 'for', 'the', 'first', 'and', 'second', 'surgeries', 'respectively', 'and', 'have', 'been', 'spending', 'huge', 'sums', 'of', 'money', 'on', 'drugs', 'ever', 'since', '.', '']","['said', 'the', 'family', 'spent']","['and', 'N500,000', 'for', 'the']","['said', 'the', 'family', 'spent']",0
"(10, 12)","(18, 18)","In one email to an aide, Mrs Clinton said Ed Miliband's victory was 'more about Tony [Blair]' than anything else.   ","['In', 'one', 'email', 'to', 'an', 'aide', ',', 'Mrs', 'Clinton', 'said', 'Ed', 'Miliband', 's', 'victory', 'was', '', 'more', 'about', 'Tony', '[', 'Blair', ']', '', 'than', 'anything', 'else', '.', '']","['victory', 'was', '', 'more']","['[', 'Blair', ']', '']","['victory', 'was', '', 'more', 'about']",0
"(6, 7)","(9, 11)","But despite a busy schedule, Kate Mara and Jamie Bell's romance seemingly hasn't missed a beat.   ","['But', 'despite', 'a', 'busy', 'schedule', ',', 'Kate', 'Mara', 'and', 'Jamie', 'Bell', 's', 'romance', 'seemingly', ""hasn't"", 'missed', 'a', 'beat', '.', '']","['and', 'Jamie', 'Bell', 's']","['romance', 'seemingly', ""hasn't"", 'missed']",['and'],0
"(30, 30)","(57, 57)","There was chemotherapy and surgery but by December her surgeon estimated Lynda might have another two years.      'I knew, in my heart of hearts, that Lynda wouldn't make it to Christmas, as she'd desperately hoped'      At the end of September 2014, The Mail on Sunday serialised Lynda's memoir revealing that she was dying   And by the beginning of August, 2014, Lynda really started to suffer with the effects of the chemo.","['There', 'was', 'chemotherapy', 'and', 'surgery', 'but', 'by', 'December', 'her', 'surgeon', 'estimated', 'Lynda', 'might', 'have', 'another', 'two', 'years', '.', '', '', 'I', 'knew', ',', 'in', 'my', 'heart', 'of', 'hearts', ',', 'that', 'Lynda', 'would', ""n't"", 'make', 'it', 'to', 'Christmas', ',', 'as', 'she', 'd', 'desperately', 'hoped', '', '', 'At', 'the', 'end', 'of', 'September', '2014', ',', 'The', 'Mail', 'on', 'Sunday', 'serialised', 'Lynda', 's', 'memoir', 'revealing', 'that', 'she', 'was', 'dying', '', 'And', 'by', 'the', 'beginning', 'of', 'August', ',', '2014', ',', 'Lynda', 'really', 'started', 'to', 'suffer', 'with', 'the', 'effects', 'of', 'the', 'chemo', '.']","['would', ""n't"", 'make', 'it']","['s', 'memoir', 'revealing', 'that']","['would', ""n't"", 'make', 'it', 'to', 'Christmas', ',', 'as', 'she', 'd', 'desperately', 'hoped', '', '', 'At', 'the', 'end', 'of', 'September', '2014', ',', 'The', 'Mail', 'on', 'Sunday', 'serialised']",0
"(16, 17)","(22, 23)","In “San Francisco,” she does this to investor Ron Conway, California Governor Jerry Brown, San Francisco Mayor Ed Lee, and many others.","['In', '“', 'San', 'Francisco', ',', '”', 'she', 'does', 'this', 'to', 'investor', 'Ron', 'Conway', ',', 'California', 'Governor', 'Jerry', 'Brown', ',', 'San', 'Francisco', 'Mayor', 'Ed', 'Lee', ',', 'and', 'many', 'others', '.']","[',', 'San', 'Francisco', 'Mayor']","[',', 'and', 'many', 'others']","[',', 'San', 'Francisco', 'Mayor']",0
"(1, 1)","(3, 4)",Mr Hallworth remembers Mrs Mac holding a door over her head as she emerged from the ruins of her house after cyclone Vance in 1999.   ,"['Mr', 'Hallworth', 'remembers', 'Mrs', 'Mac', 'holding', 'a', 'door', 'over', 'her', 'head', 'as', 'she', 'emerged', 'from', 'the', 'ruins', 'of', 'her', 'house', 'after', 'cyclone', 'Vance', 'in', '1999', '.', '']","['remembers', 'Mrs', 'Mac', 'holding']","['holding', 'a', 'door', 'over']",['remembers'],0
"(23, 25)","(29, 29)","Known for taking a stand: The Vogue favorite defended her curves on the cover of People after she had been called fat   Also in her interview, Tyra touched on aging.   '","['Known', 'for', 'taking', 'a', 'stand', ':', 'The', 'Vogue', 'favorite', 'defended', 'her', 'curves', 'on', 'the', 'cover', 'of', 'People', 'after', 'she', 'had', 'been', 'called', 'fat', '', 'Also', 'in', 'her', 'interview', ',', 'Tyra', 'touched', 'on', 'aging', '.', '', '']","['her', 'interview', ',', 'Tyra']","['touched', 'on', 'aging', '.']","['her', 'interview', ',']",0
"(63, 63)","(84, 85)",": On the comedy, which ran from 1987 through 1997, Ed (right) and Katey Sagal (left) starred as a mismatched couple      Big hit: The first prime-time show to air on the FOX network, Married With Children co-starred Christina Applegate (left) and David Faustino (right) as the Bundys' children   Squeezed into a tight, black top, Sofia showed off plenty cleavage, just as actress Katey Sagal did on the original 1987-1997 comedy.   ","[':', 'On', 'the', 'comedy', ',', 'which', 'ran', 'from', '1987', 'through', '1997', ',', 'Ed', '(', 'right', ')', 'and', 'Katey', 'Sagal', '(', 'left', ')', 'starred', 'as', 'a', 'mismatched', 'couple', '', 'Big', 'hit', ':', 'The', 'first', 'prime', '-', 'time', 'show', 'to', 'air', 'on', 'the', 'FOX', 'network', ',', 'Married', 'With', 'Children', 'co', '-', 'starred', 'Christina', 'Applegate', '(', 'left', ')', 'and', 'David', 'Faustino', '(', 'right', ')', 'as', 'the', 'Bundys', '', 'children', '', 'Squeezed', 'into', 'a', 'tight', ',', 'black', 'top', ',', 'Sofia', 'showed', 'off', 'plenty', 'cleavage', ',', 'just', 'as', 'actress', 'Katey', 'Sagal', 'did', 'on', 'the', 'original', '1987', '-', '1997', 'comedy', '.', '']","['', 'children', '', 'Squeezed']","['did', 'on', 'the', 'original']","['', 'children', '', 'Squeezed', 'into', 'a', 'tight', ',', 'black', 'top', ',', 'Sofia', 'showed', 'off', 'plenty', 'cleavage', ',', 'just', 'as', 'actress']",0
"(3, 3)","(17, 18)","Grace Rishell, Henthorn's sister-in-law, told the court Wednesday that after Toni Henthron died, he told her exactly the same thing he said when Sandra Lynn was crushed to death: 'My bride is gone.'    ","['Grace', 'Rishell', ',', 'Henthorn', 's', 'sister', '-', 'in', '-', 'law', ',', 'told', 'the', 'court', 'Wednesday', 'that', 'after', 'Toni', 'Henthron', 'died', ',', 'he', 'told', 'her', 'exactly', 'the', 'same', 'thing', 'he', 'said', 'when', 'Sandra', 'Lynn', 'was', 'crushed', 'to', 'death', ':', '', 'My', 'bride', 'is', 'gone', '.', '', '']","['s', 'sister', '-', 'in']","['died', ',', 'he', 'told']","['s', 'sister', '-', 'in', '-', 'law', ',', 'told', 'the', 'court', 'Wednesday', 'that', 'after']",0
"(9, 9)","(75, 76)","Top Chef         Outstanding Television Movie     WINNER: Bessie, HBO    Agatha Christie’s Poirot Curtain: Poirot’s Last Case, Acorn    Grace of Monaco, Lifetime    Hello Ladies: The Movie, HBO    Killing Jesus, National Geographic Nightingale, HBO       Outstanding Variety Talk Series     WINNER: The Daily Show    The Colbert Report    Jimmy Kimmel Live    Last Week Tonight    Late Show with David Letterman    The Tonight Show Starring Jimmy Fallon       Outstanding Limited Series    WINNER:","['Top', 'Chef', '', 'Outstanding', 'Television', 'Movie', '', 'WINNER', ':', 'Bessie', ',', 'HBO', '', 'Agatha', 'Christie', '’s', 'Poirot', 'Curtain', ':', 'Poirot', '’s', 'Last', 'Case', ',', 'Acorn', '', 'Grace', 'of', 'Monaco', ',', 'Lifetime', '', 'Hello', 'Ladies', ':', 'The', 'Movie', ',', 'HBO', '', 'Killing', 'Jesus', ',', 'National', 'Geographic', 'Nightingale', ',', 'HBO', '', 'Outstanding', 'Variety', 'Talk', 'Series', '', 'WINNER', ':', 'The', 'Daily', 'Show', '', 'The', 'Colbert', 'Report', '', 'Jimmy', 'Kimmel', 'Live', '', 'Last', 'Week', 'Tonight', '', 'Late', 'Show', 'with', 'David', 'Letterman', '', 'The', 'Tonight', 'Show', 'Starring', 'Jimmy', 'Fallon', '', 'Outstanding', 'Limited', 'Series', '', 'WINNER', ':']","[',', 'HBO', '', 'Agatha']","['', 'The', 'Tonight', 'Show']","[',', 'HBO', '', 'Agatha', 'Christie', '’s', 'Poirot', 'Curtain', ':', 'Poirot', '’s', 'Last', 'Case', ',', 'Acorn', '', 'Grace', 'of', 'Monaco', ',', 'Lifetime', '', 'Hello', 'Ladies', ':', 'The', 'Movie', ',', 'HBO', '', 'Killing', 'Jesus', ',', 'National', 'Geographic', 'Nightingale', ',', 'HBO', '', 'Outstanding', 'Variety', 'Talk', 'Series', '', 'WINNER', ':', 'The', 'Daily', 'Show', '', 'The', 'Colbert', 'Report', '', 'Jimmy', 'Kimmel', 'Live', '', 'Last', 'Week', 'Tonight', '', 'Late', 'Show', 'with']",0
"(43, 44)","(50, 56)",Dame Helen Mirren has revealed she won't be barring all on-screen now that she has reached…   2015-09-30 21:00   Helen Mirren winner of outstanding contribution poses at the EE British Academy Film Awards (Joel Ryan/Invision/AP)   Los Angeles - Dame Helen Mirren won't do anymore nude scenes.   ,"['Dame', 'Helen', 'Mirren', 'has', 'revealed', 'she', 'wo', ""n't"", 'be', 'barring', 'all', 'on', '-', 'screen', 'now', 'that', 'she', 'has', 'reached', '…', '', '2015', '-', '09', '-', '30', '21:00', '', 'Helen', 'Mirren', 'winner', 'of', 'outstanding', 'contribution', 'poses', 'at', 'the', 'EE', 'British', 'Academy', 'Film', 'Awards', '(', 'Joel', 'Ryan', '/', 'Invision', '/', 'AP', ')', '', 'Los', 'Angeles', '-', 'Dame', 'Helen', 'Mirren', 'wo', ""n't"", 'do', 'anymore', 'nude', 'scenes', '.', '']","['/', 'Invision', '/', 'AP']","['wo', ""n't"", 'do', 'anymore']","['/', 'Invision', '/', 'AP', ')']",0
